Phrase	IPA	SoundsLike	DisplayAs
上顎洞性中咽頭ポリープ		ジョウガクドウセイチュウイントウポリープ	上顎洞性中咽頭ポリープ
上顎洞穿孔		ジョウガクドウセンコウ	上顎洞穿孔
上顎洞乳頭腫		ジョウガクドウニュウトウシュ	上顎洞乳頭腫
上顎洞のう胞		ジョウガクドウノウホウ	上顎洞のう胞
上顎洞ポリープ		ジョウガクドウポリープ	上顎洞ポリープ
上顎皮下血腫		ジョウガクヒカケッシュ	上顎皮下血腫
上顎部腫瘍		ジョウガクブシュヨウ	上顎部腫瘍
上顎部裂創		ジョウガクブレッソウ	上顎部裂創
上顎扁平歯原性腫瘍		ジョウガクヘンペイシゲンセイシュヨウ	上顎扁平歯原性腫瘍
上顎明細胞性歯原性癌		ジョウガクメイサイボウセイシゲンセイガン	上顎明細胞性歯原性癌
上顎隆起		ジョウガクリュウキ	上顎隆起
上眼窩裂症候群		ジョウガンカレツショウコウグン	上眼窩裂症候群
上眼瞼悪性黒色腫		ジョウガンケンアクセイコクショクシュ	上眼瞼悪性黒色腫
上眼瞼基底細胞癌		ジョウガンケンキテイサイボウガン	上眼瞼基底細胞癌
上眼瞼血管腫		ジョウガンケンケッカンシュ	上眼瞼血管腫
上眼瞼青色母斑		ジョウガンケンセイショクボハン	上眼瞼青色母斑
上眼瞼切創		ジョウガンケンセッソウ	上眼瞼切創
上眼瞼第１度熱傷		ジョウガンケンダイ１ドネッショウ	上眼瞼第１度熱傷
上眼瞼第２度熱傷		ジョウガンケンダイ２ドネッショウ	上眼瞼第２度熱傷
上眼瞼第３度熱傷		ジョウガンケンダイ３ドネッショウ	上眼瞼第３度熱傷
上眼瞼熱傷		ジョウガンケンネッショウ	上眼瞼熱傷
上眼瞼皮膚癌		ジョウガンケンヒフガン	上眼瞼皮膚癌
上眼瞼皮膚良性腫瘍		ジョウガンケンヒフリョウセイシュヨウ	上眼瞼皮膚良性腫瘍
上眼瞼扁平母斑		ジョウガンケンヘンペイボハン	上眼瞼扁平母斑
上眼瞼蜂巣炎		ジョウガンケンホウソウエン	上眼瞼蜂巣炎
上眼瞼ボーエン病		ジョウガンケンボーエンビョウ	上眼瞼ボーエン病
上眼瞼母斑		ジョウガンケンボハン	上眼瞼母斑
上眼瞼母斑細胞母斑		ジョウガンケンボハンサイボウボハン	上眼瞼母斑細胞母斑
上眼瞼有棘細胞癌		ジョウガンケンユウキョクサイボウガン	上眼瞼有棘細胞癌
上気道出血		ジョウキドウシュッケツ	上気道出血
上気道閉塞症		ジョウキドウヘイソクショウ	上気道閉塞症
上強膜炎		ジョウキョウマクエン	上強膜炎
上下眼窩神経痛		ジョウゲガンカシンケイツウ	上下眼窩神経痛
上下斜視		ジョウゲシャシ	上下斜視
上行胸部大動脈瘤		ジョウコウキョウブダイドウミャクリュウ	上行胸部大動脈瘤
上行結腸過長症		ジョウコウケッチョウカチョウショウ	上行結腸過長症
上行結腸カルチノイド		ジョウコウケッチョウカルチノイド	上行結腸カルチノイド
上行結腸癌		ジョウコウケッチョウガン	上行結腸癌
上行結腸狭窄症		ジョウコウケッチョウキョウサクショウ	上行結腸狭窄症
上行結腸憩室		ジョウコウケッチョウケイシツ	上行結腸憩室
上行結腸憩室炎		ジョウコウケッチョウケイシツエン	上行結腸憩室炎
上行結腸憩室出血		ジョウコウケッチョウケイシツシュッケツ	上行結腸憩室出血
上行結腸憩室穿孔		ジョウコウケッチョウケイシツセンコウ	上行結腸憩室穿孔
上行結腸腫瘍		ジョウコウケッチョウシュヨウ	上行結腸腫瘍
上行結腸神経内分泌癌		ジョウコウケッチョウシンケイナイブンピガン	上行結腸神経内分泌癌
上行結腸神経内分泌細胞癌		ジョウコウケッチョウシンケイナイブンピサイボウガン	上行結腸神経内分泌細胞癌
上行結腸神経内分泌腫瘍		ジョウコウケッチョウシンケイナイブンピシュヨウ	上行結腸神経内分泌腫瘍
上行結腸腺腫		ジョウコウケッチョウセンシュ	上行結腸腺腫
上行結腸多発憩室		ジョウコウケッチョウタハツケイシツ	上行結腸多発憩室
上行結腸粘膜下腫瘍		ジョウコウケッチョウネンマクカシュヨウ	上行結腸粘膜下腫瘍
上行結腸平滑筋肉腫		ジョウコウケッチョウヘイカツキンニクシュ	上行結腸平滑筋肉腫
上行結腸ポリープ		ジョウコウケッチョウポリープ	上行結腸ポリープ
上交叉性片麻痺		ジョウコウサセイヘンマヒ	上交叉性片麻痺
上行性視神経萎縮		ジョウコウセイシシンケイイシュク	上行性視神経萎縮
上行性視神経炎		ジョウコウセイシシンケイエン	上行性視神経炎
上行性歯髄炎		ジョウコウセイシズイエン	上行性歯髄炎
上行性腎盂腎炎		ジョウコウセイジンウジンエン	上行性腎盂腎炎
上行大動脈拡張		ジョウコウダイドウミャクカクチョウ	上行大動脈拡張
上喉頭神経痛		ジョウコウトウシンケイツウ	上喉頭神経痛
上鼓室炎		ジョウコシツエン	上鼓室炎
上鼓室化膿症		ジョウコシツカノウショウ	上鼓室化膿症
上鼓室穿孔		ジョウコシツセンコウ	上鼓室穿孔
常在糸状虫症		ジョウザイシジョウチュウショウ	常在糸状虫症
上肢悪性黒色腫		ジョウシアクセイコクショクシュ	上肢悪性黒色腫
上肢悪性腫瘍		ジョウシアクセイシュヨウ	上肢悪性腫瘍
上肢圧挫損傷		ジョウシアツザソンショウ	上肢圧挫損傷
上肢一過性伝導障害		ジョウシイッカセイデンドウショウガイ	上肢一過性伝導障害
上肢壊死性筋膜炎		ジョウシエシセイキンマクエン	上肢壊死性筋膜炎
上肢開放骨折		ジョウシカイホウコッセツ	上肢開放骨折
上肢開放創		ジョウシカイホウソウ	上肢開放創
上肢開放創後遺症		ジョウシカイホウソウコウイショウ	上肢開放創後遺症
上肢下肢損傷		ジョウシカシソンショウ	上肢下肢損傷
上肢外傷後遺症		ジョウシガイショウコウイショウ	上肢外傷後遺症
上肢急性動脈閉塞症		ジョウシキュウセイドウミャクヘイソクショウ	上肢急性動脈閉塞症
上肢筋萎縮		ジョウシキンイシュク	上肢筋萎縮
上肢筋肉痛		ジョウシキンニクツウ	上肢筋肉痛
上肢筋力低下		ジョウシキンリョクテイカ	上肢筋力低下
上肢痙縮		ジョウシケイシュク	上肢痙縮
上肢血管異常		ジョウシケッカンイジョウ	上肢血管異常
上肢血栓性静脈炎		ジョウシケッセンセイジョウミャクエン	上肢血栓性静脈炎
上肢血栓性静脈瘤		ジョウシケッセンセイジョウミャクリュウ	上肢血栓性静脈瘤
上肢骨折		ジョウシコッセツ	上肢骨折
上肢骨折後遺症		ジョウシコッセツコウイショウ	上肢骨折後遺症
上肢擦過傷		ジョウシサッカショウ	上肢擦過傷
上肢挫傷		ジョウシザショウ	上肢挫傷
上肢しびれ		ジョウシシビレ	上肢しびれ
上肢腫脹		ジョウシシュチョウ	上肢腫脹
上肢神経損傷		ジョウシシンケイソンショウ	上肢神経損傷
上肢神経痛		ジョウシシンケイツウ	上肢神経痛
上肢上皮内癌		ジョウシジョウヒナイガン	上肢上皮内癌
上肢静脈炎		ジョウシジョウミャクエン	上肢静脈炎
上肢静脈血栓症		ジョウシジョウミャクケッセンショウ	上肢静脈血栓症
上肢切断		ジョウシセツダン	上肢切断
上肢損傷		ジョウシソンショウ	上肢損傷
上肢多発骨折・下肢骨折合併		ジョウシタハツコッセツ・カシコッセツガッペイ	上肢多発骨折・下肢骨折合併
上肢単純性血管腫		ジョウシタンジュンセイケッカンシュ	上肢単純性血管腫
上肢単麻痺		ジョウシタンマヒ	上肢単麻痺
上肢第１度熱傷		ジョウシダイ１ドネッショウ	上肢第１度熱傷
上肢第２度熱傷		ジョウシダイ２ドネッショウ	上肢第２度熱傷
上肢第３度熱傷		ジョウシダイ３ドネッショウ	上肢第３度熱傷
上肢脱出		ジョウシダッシュツ	上肢脱出
上肢脱力		ジョウシダツリョク	上肢脱力
上肢打撲傷		ジョウシダボクショウ	上肢打撲傷
上肢知覚異常		ジョウシチカクイジョウ	上肢知覚異常
上肢痛		ジョウシツウ	上肢痛
上室期外収縮		ジョウシツキガイシュウシュク	上室期外収縮
上室頻拍		ジョウシツヒンパク	上室頻拍
上肢伝染性膿痂疹		ジョウシデンセンセイノウカシン	上肢伝染性膿痂疹
上肢動脈瘤		ジョウシドウミャクリュウ	上肢動脈瘤
上肢熱傷		ジョウシネッショウ	上肢熱傷
上肢膿痂疹性湿疹		ジョウシノウカシンセイシッシン	上肢膿痂疹性湿疹
上肢の急性リンパ節炎		ジョウシノキュウセイリンパセツエン	上肢の急性リンパ節炎
上肢の減形成		ジョウシノゲンケイセイ	上肢の減形成
上肢の上皮内黒色腫		ジョウシノジョウヒナイコクショクシュ	上肢の上皮内黒色腫
上肢皮下血腫		ジョウシヒカケッシュ	上肢皮下血腫
上肢皮膚癌		ジョウシヒフガン	上肢皮膚癌
上肢皮膚知覚神経損傷		ジョウシヒフチカクシンケイソンショウ	上肢皮膚知覚神経損傷
上肢浮腫		ジョウシフシュ	上肢浮腫
上肢不全麻痺		ジョウシフゼンマヒ	上肢不全麻痺
上肢分娩麻痺		ジョウシブンベンマヒ	上肢分娩麻痺
上肢末梢神経損傷後遺症		ジョウシマッショウシンケイソンショウコウイショウ	上肢末梢神経損傷後遺症
上肢麻痺		ジョウシマヒ	上肢麻痺
上肢慢性動脈閉塞症		ジョウシマンセイドウミャクヘイソクショウ	上肢慢性動脈閉塞症
上斜位		ジョウシャイ	上斜位
上斜筋腱鞘症候群		ジョウシャキンケンショウショウコウグン	上斜筋腱鞘症候群
上斜筋不全麻痺		ジョウシャキンフゼンマヒ	上斜筋不全麻痺
上斜筋麻痺		ジョウシャキンマヒ	上斜筋麻痺
上斜視		ジョウシャシ	上斜視
常習性吃逆		ジョウシュウセイキツギャク	常習性吃逆
上小脳動脈狭窄による脳梗塞		ジョウショウノウドウミャクキョウサクニヨルノウコウソク	上小脳動脈狭窄による脳梗塞
上小脳動脈血栓症による脳梗塞		ジョウショウノウドウミャクケッセンショウニヨルノウコウソク	上小脳動脈血栓症による脳梗塞
上小脳動脈塞栓症による脳梗塞		ジョウショウノウドウミャクソクセンショウニヨルノウコウソク	上小脳動脈塞栓症による脳梗塞
上小脳動脈閉塞症		ジョウショウノウドウミャクヘイソクショウ	上小脳動脈閉塞症
上小脳動脈閉塞による脳梗塞		ジョウショウノウドウミャクヘイソクニヨルノウコウソク	上小脳動脈閉塞による脳梗塞
上小脳動脈瘤		ジョウショウノウドウミャクリュウ	上小脳動脈瘤
上小脳動脈瘤破裂によるくも膜下出血		ジョウショウノウドウミャクリュウハレツニヨルクモマクカシュッケツ	上小脳動脈瘤破裂によるくも膜下出血
上肢瘤		ジョウシリュウ	上肢瘤
上肢両側麻痺		ジョウシリョウソクマヒ	上肢両側麻痺
上肢リンパうっ滞		ジョウシリンパウッタイ	上肢リンパうっ滞
上肢リンパ浮腫		ジョウシリンパフシュ	上肢リンパ浮腫
上唇悪性黒色腫		ジョウシンアクセイコクショクシュ	上唇悪性黒色腫
上唇癌		ジョウシンガン	上唇癌
上唇基底細胞癌		ジョウシンキテイサイボウガン	上唇基底細胞癌
上唇血管腫		ジョウシンケッカンシュ	上唇血管腫
上唇挫傷		ジョウシンザショウ	上唇挫傷
上唇小帯異常		ジョウシンショウタイイジョウ	上唇小帯異常
上唇小帯短縮症		ジョウシンショウタイタンシュクショウ	上唇小帯短縮症
上唇小帯裂創		ジョウシンショウタイレッソウ	上唇小帯裂創
上唇青色母斑		ジョウシンセイショクボハン	上唇青色母斑
上唇赤唇部癌		ジョウシンセキシンブガン	上唇赤唇部癌
上唇切創		ジョウシンセッソウ	上唇切創
上唇腺房細胞癌		ジョウシンセンボウサイボウガン	上唇腺房細胞癌
上唇腺様のう胞癌		ジョウシンセンヨウノウホウガン	上唇腺様のう胞癌
